90	0.0	0.0	0.2222222222222222	2	1	2	0	3	0	3	1	9	1	3	4	3	9	7	1	0	1	2	4	4	0	2	0	3	0	0	21	0.6190476190476191	0.7333333333333333	21.5	5.25	19	17	1	0	4	7	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	3	1	3.0	90.0	21.0	0	0	0	0	0.009259259259259259	6	0	0	1	0	0	0	1	0	0	0	5	1	0	2	1	0	0	0	1
280	0.0	0.0	0.19285714285714287	15	2	5	7	25	9	4	6	11	1	9	8	7	18	20	3	0	12	10	16	13	3	4	0	12	0	0	56	0.42857142857142855	0.7857142857142857	42.5	9.333333333333334	38	30	4	3	5	10	10	6	5	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	6	22	0	5	1	5.0	280.0	56.0	0	0	0	0	0.04398148148148148	10	1	0	6	1	0	0	6	1	0	0	6	1	1	5	0	0	2	0	1
76	0.0	0.0	0.25	0	1	0	3	5	1	0	2	4	0	2	5	1	6	8	0	0	0	1	4	5	1	5	0	1	0	0	20	0.6	0.75	0.0	20.0	17	13	3	4	1	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	1	0.0	76.0	20.0	0	0	0	0	0.04	2	0	0	0	0	0	1	1	0	0	0	4	2	0	0	0	0	0	0	1
91	0.0	0.0	0.21978021978021978	8	1	1	3	8	1	0	4	4	0	0	4	5	7	6	0	0	2	1	6	2	1	2	0	2	0	0	22	0.5454545454545454	0.7582417582417582	20.75	5.5	17	14	2	1	5	3	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	3	1	3.0	91.0	22.0	0	0	0	0	0.0234375	4	1	0	2	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0
90	0.011111111111111112	0.0	0.2	7	2	0	1	8	0	2	6	2	0	1	3	1	3	7	0	0	3	4	6	2	2	3	0	3	0	0	22	0.45454545454545453	0.7666666666666667	19.5	5.5	18	17	0	1	2	5	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	3	1	3.0	90.0	22.0	0	0	0	0	0.0	6	2	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0
74	0.0	0.0	0.1891891891891892	0	0	3	3	5	1	1	3	6	0	1	5	3	3	8	0	0	4	2	6	0	0	2	0	2	0	0	16	0.375	0.7972972972972973	23.666666666666668	5.333333333333333	13	11	1	1	3	0	3	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	1	2.0	74.0	16.0	0	0	0	0	0.020833333333333332	4	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0
107	0.018691588785046728	0.0	0.14953271028037382	8	3	4	0	5	4	3	2	7	0	1	5	1	4	5	2	2	5	5	5	4	1	1	0	3	0	4	19	0.47368421052631576	0.7850467289719626	20.5	4.75	16	15	0	0	2	5	1	2	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	9	6	0	3	1	3.0	107.0	19.0	0	0	1	0	0.0	5	1	0	1	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0
141	0.014184397163120567	0.0	0.2198581560283688	10	2	0	5	7	0	3	5	5	0	1	6	3	11	12	0	0	4	5	8	4	0	7	0	6	0	1	34	0.5588235294117647	0.7659574468085106	46.0	11.333333333333334	31	29	1	3	5	10	6	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	2	1	2.0	141.0	34.0	0	0	0	0	0.0033333333333333335	5	1	0	2	0	0	0	3	0	0	0	4	2	1	2	1	0	0	0	1
514	0.0	0.0	0.21011673151750973	35	2	12	14	46	8	10	11	28	2	8	18	8	21	37	8	0	22	25	27	15	6	6	1	12	3	2	114	0.5175438596491229	0.7645914396887159	45.72727272727273	10.363636363636363	84	75	4	12	17	21	17	9	7	10	5	1	1	0	0	0	0	0	0	0	0	0	0	0	21	29	0	10	1	10.0	514.0	114.0	0	0	0	0	0.01634353468995353	30	7	0	10	0	0	1	6	0	0	0	17	1	2	1	0	0	0	0	0
66	0.045454545454545456	0.0	0.10606060606060606	2	2	2	2	3	1	3	2	3	0	1	3	1	3	4	3	0	3	1	5	1	1	1	0	2	0	3	10	0.2	0.8181818181818182	17.666666666666668	3.3333333333333335	8	7	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	7	1	0	2	1	2.0	66.0	10.0	0	0	1	0	0.0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
50	0.0	0.0	0.26	5	1	1	2	5	0	0	2	1	0	0	1	0	2	4	0	0	1	0	3	2	2	0	0	1	0	0	14	0.6428571428571429	0.72	14.666666666666666	4.666666666666667	11	8	2	3	2	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	2	1	2.0	50.0	14.0	0	0	0	0	0.07407407407407407	1	0	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0
34	0.0	0.0	0.20588235294117646	2	0	2	1	1	0	1	3	1	0	0	2	2	1	1	1	0	2	1	0	3	0	0	0	0	0	0	7	0.5714285714285714	0.7058823529411765	7.5	1.75	7	6	0	1	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	1	3.0	34.0	7.0	0	0	0	0	0.0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
317	0.0031545741324921135	0.0	0.21451104100946372	18	3	4	10	24	7	4	15	24	0	2	9	13	19	18	1	0	12	13	17	8	4	3	0	8	0	3	72	0.5972222222222222	0.7570977917981072	31.875	9.0	54	43	8	7	19	13	10	5	2	3	2	0	3	0	1	0	0	0	0	0	0	0	0	0	12	31	0	7	1	7.0	317.0	72.0	0	0	0	0	0.01653210303729335	20	2	0	3	1	0	1	1	0	0	0	8	3	2	1	0	0	0	0	0
27	0.07407407407407407	0.0	0.14814814814814814	1	2	1	1	1	0	2	0	2	0	0	3	0	2	0	0	0	1	0	0	1	0	0	0	2	0	1	4	0.5	0.7777777777777778	12.5	2.0	4	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1.0	27.0	4.0	0	0	0	0	0.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
118	0.0	0.0	0.23728813559322035	4	1	0	4	12	2	4	3	7	0	1	4	0	7	7	1	0	11	0	8	4	2	3	0	2	0	0	30	0.6	0.7457627118644068	38.333333333333336	10.0	26	23	2	4	7	5	7	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	2	1	2.0	118.0	30.0	0	0	0	0	0.015625	11	0	0	1	1	0	0	2	0	0	0	4	1	0	1	0	0	0	0	1
31	0.0	0.0	0.1935483870967742	3	2	0	1	2	0	1	0	0	0	1	3	0	1	3	0	0	2	0	0	1	0	1	0	1	0	0	6	0.6666666666666666	0.7096774193548387	6.75	1.5	5	4	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	3.0	31.0	6.0	0	0	0	0	0.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0.038461538461538464	0.0	0.19230769230769232	5	3	0	2	4	1	1	2	3	0	0	4	1	4	2	0	0	0	2	1	2	0	0	0	1	0	1	10	0.6	0.7692307692307693	14.0	5.0	10	9	0	2	0	2	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	1.0	52.0	10.0	0	0	0	0	0.0	1	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1
95	0.0	0.0	0.22105263157894736	2	3	3	2	5	1	2	2	9	0	3	6	2	6	6	1	0	1	4	3	5	1	0	0	4	0	0	22	0.6363636363636364	0.7578947368421053	22.75	5.5	19	17	1	2	5	4	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	3	1	3.0	95.0	22.0	0	0	0	0	0.020761245674740483	7	0	0	0	0	0	0	1	0	0	1	4	0	1	1	0	0	0	0	0
142	0.0	0.0	0.20422535211267606	5	3	5	1	10	1	2	9	7	2	2	6	2	7	13	0	0	1	9	14	7	0	0	1	3	0	0	29	0.5862068965517241	0.7746478873239436	22.0	9.666666666666666	25	20	4	0	5	10	6	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	2	1	2.0	142.0	29.0	0	0	0	0	0.020833333333333332	4	0	0	0	0	0	0	4	0	0	0	8	0	0	2	2	0	0	0	1
169	0.0	0.0	0.22485207100591717	8	3	1	5	18	2	2	8	9	0	0	1	8	6	13	1	0	7	7	17	4	0	3	0	5	0	0	39	0.5897435897435898	0.7633136094674556	41.25	9.75	30	23	5	2	6	12	8	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	3	1	3.0	169.0	39.0	0	0	0	0	0.03316326530612245	5	2	0	0	0	1	1	2	1	0	0	8	0	1	2	0	0	0	0	0
231	0.0	0.0	0.22077922077922077	6	4	1	7	27	5	1	7	17	0	5	14	1	8	15	5	0	5	3	14	11	4	7	1	4	0	1	54	0.48148148148148145	0.7575757575757576	37.0	9.0	37	28	6	8	11	3	13	4	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	8	26	0	5	1	5.0	231.0	54.0	0	0	0	0	0.04081632653061224	5	2	0	0	0	0	2	4	0	0	0	11	1	1	0	2	0	0	0	0
276	0.0	0.0	0.21739130434782608	21	6	5	3	19	4	3	14	20	0	3	10	4	10	18	3	0	8	8	24	10	2	9	0	7	0	0	62	0.45161290322580644	0.7717391304347826	40.5	10.333333333333334	42	33	4	5	12	7	13	12	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	0	5	1	5.0	276.0	62.0	0	0	0	0	0.06720233747260775	6	3	0	0	0	0	1	4	0	0	0	12	5	3	1	2	0	0	0	0
38	0.0	0.0	0.18421052631578946	2	1	1	0	3	0	0	1	1	0	0	3	2	1	3	0	0	0	0	1	1	0	1	0	3	0	2	8	0.625	0.631578947368421	8.5	2.0	7	6	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	3	1	3.0	38.0	8.0	0	2	0	0	0.0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
201	0.0	0.0	0.23383084577114427	14	3	1	5	15	2	2	5	11	1	3	8	0	16	14	5	0	2	6	16	5	2	5	0	8	0	0	51	0.6078431372549019	0.7512437810945274	24.666666666666668	8.5	41	36	2	4	9	16	8	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	0	5	1	5.0	201.0	51.0	0	0	0	0	0.01643655489809336	5	3	0	4	0	0	0	7	0	0	1	7	0	0	1	1	0	0	0	0
117	0.0	0.0	0.1623931623931624	7	2	6	3	9	1	2	4	6	0	0	4	0	9	6	1	0	6	5	7	6	1	0	1	3	1	1	19	0.5789473684210527	0.7692307692307693	13.625	2.375	19	18	0	1	2	6	1	3	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	8	6	0	7	1	7.0	117.0	19.0	0	0	0	0	0.0	6	1	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
43	0.0	0.0	0.16279069767441862	1	1	1	2	2	0	1	2	1	0	0	5	0	0	2	0	0	3	3	1	6	0	0	0	3	0	1	8	0.5	0.7906976744186046	0.0	8.0	8	7	0	1	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	1	0.0	43.0	8.0	0	0	0	0	0.0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
115	0.0	0.0	0.20869565217391303	12	1	1	3	4	2	1	6	9	0	2	5	3	4	6	1	0	5	7	3	3	1	3	0	1	0	0	29	0.5172413793103449	0.7652173913043478	18.75	7.25	23	21	1	1	7	5	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	3	1	3.0	115.0	29.0	0	0	0	0	0.006198347107438017	10	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1
45	0.0	0.0	0.2222222222222222	3	1	0	2	1	0	1	0	1	0	0	3	6	1	3	0	0	1	2	2	1	0	1	0	3	0	0	11	0.6363636363636364	0.7111111111111111	21.5	5.5	10	9	0	1	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	1	1.0	45.0	11.0	0	0	0	0	0.0	2	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
64	0.0	0.0	0.203125	1	1	2	1	8	3	2	3	4	0	1	7	1	2	1	0	0	3	2	1	2	0	0	0	3	0	0	13	0.46153846153846156	0.78125	16.0	6.5	13	12	0	1	2	1	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	1	1.0	64.0	13.0	0	0	0	0	0.024793388429752067	2	1	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0
58	0.0	0.0	0.20689655172413793	9	3	0	1	1	1	1	1	2	0	1	2	1	3	4	1	0	3	2	2	3	0	1	0	2	0	1	12	0.75	0.7758620689655172	0.0	12.0	12	10	1	0	5	3	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	1	0.0	58.0	12.0	0	0	0	0	0.024793388429752067	6	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
50	0.0	0.0	0.18	2	2	1	1	5	0	0	1	1	0	0	1	0	4	4	0	0	6	2	3	3	0	0	0	4	0	0	10	0.5	0.82	17.0	5.0	10	9	0	0	1	3	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	1	1.0	50.0	10.0	0	0	0	0	0.0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0
137	0.0	0.0	0.20437956204379562	5	1	2	4	18	1	4	8	5	0	1	2	2	9	12	2	0	4	4	12	6	1	1	0	3	0	0	29	0.5517241379310345	0.7883211678832117	44.666666666666664	9.666666666666666	24	20	2	0	8	6	3	4	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	2	1	2.0	137.0	29.0	0	0	0	0	0.026465028355387523	3	1	0	2	0	0	0	1	0	0	0	8	1	0	1	1	0	0	0	0
59	0.0	0.0	0.2033898305084746	5	0	1	1	4	0	0	4	3	0	0	0	0	3	3	0	0	5	6	1	2	2	1	0	3	0	1	13	0.46153846153846156	0.7796610169491526	22.0	6.5	13	12	0	1	1	3	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	1	1.0	59.0	13.0	0	0	0	0	0.0	2	1	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0	0
62	0.0	0.0	0.16129032258064516	6	1	0	0	4	2	1	2	3	0	3	5	0	4	3	1	0	2	3	1	2	0	3	0	2	0	4	10	0.5	0.7741935483870968	0.0	10.0	11	10	0	2	0	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0.0	62.0	10.0	0	0	0	0	0.0	4	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1
60	0.0	0.0	0.2	4	0	1	0	2	0	1	2	3	0	0	1	2	3	6	2	0	4	6	3	2	0	1	0	1	0	1	14	0.42857142857142855	0.7833333333333333	16.0	4.666666666666667	13	12	0	1	3	1	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	2	1	2.0	60.0	14.0	0	0	0	0	0.03	2	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
30	0.0	0.0	0.16666666666666666	3	0	0	2	4	2	0	1	1	0	0	1	0	2	2	0	0	1	2	0	1	0	0	0	2	0	0	6	0.5	0.8333333333333334	11.5	3.0	6	5	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1.0	30.0	6.0	0	0	0	0	0.0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0
196	0.02040816326530612	0.0	0.18877551020408162	18	1	3	3	14	2	2	12	16	0	6	6	3	11	6	1	0	4	16	12	5	1	1	0	5	0	3	38	0.4473684210526316	0.7908163265306123	46.666666666666664	12.666666666666666	33	28	4	2	4	9	7	5	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	2	1	2.0	196.0	38.0	0	0	0	0	0.01171875	4	5	0	3	0	0	0	3	0	0	0	8	0	1	1	3	0	0	0	1
40	0.0	0.0	0.2	3	0	1	1	1	1	2	1	1	0	0	3	1	1	3	0	0	2	0	1	3	0	1	0	4	0	0	9	0.6666666666666666	0.775	12.333333333333334	3.0	8	7	0	0	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	1	2.0	40.0	9.0	0	0	0	0	0.0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0
70	0.0	0.0	0.14285714285714285	5	1	3	2	7	3	0	4	3	0	1	3	1	4	3	0	0	4	2	4	3	0	1	0	1	1	1	13	0.07692307692307693	0.8428571428571429	0.0	13.0	11	10	0	0	0	0	4	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0.0	70.0	13.0	0	0	0	0	0.0	3	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
133	0.0	0.0	0.24060150375939848	15	1	0	5	10	1	1	10	5	0	1	4	5	5	8	0	0	2	9	6	5	1	4	0	0	0	0	36	0.5833333333333334	0.7593984962406015	32.25	9.0	28	22	5	5	5	10	7	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	3	1	3.0	133.0	36.0	0	0	0	0	0.0336	12	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1
112	0.0	0.0	0.21428571428571427	9	3	3	3	10	0	1	3	3	0	2	2	2	3	8	0	0	4	7	5	3	1	2	0	3	0	0	28	0.4642857142857143	0.7410714285714286	13.0	3.5	20	18	1	0	5	3	4	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0	7	1	7.0	112.0	28.0	0	0	0	0	0.009259259259259259	0	0	0	1	0	0	0	7	0	0	1	5	1	0	1	1	0	0	0	0
103	0.0	0.0	0.1941747572815534	8	3	1	2	4	0	5	5	3	0	0	2	2	4	9	0	0	2	6	9	6	0	2	0	6	0	2	22	0.3181818181818182	0.7864077669902912	26.333333333333332	7.333333333333333	15	8	6	0	3	3	8	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	2	1	2.0	103.0	22.0	0	0	0	0	0.09183673469387756	0	4	0	1	0	0	1	2	0	2	0	5	2	0	2	1	0	0	0	0
222	0.0	0.0	0.1981981981981982	11	6	4	4	17	1	4	6	11	2	4	4	8	11	15	3	0	6	13	15	11	0	5	0	4	0	0	47	0.46808510638297873	0.7567567567567568	20.9	4.7	36	30	5	3	6	8	11	4	2	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	13	19	0	9	1	9.0	222.0	47.0	0	0	0	0	0.0205078125	6	3	0	4	1	0	0	2	1	0	0	6	0	1	2	1	0	0	0	0
46	0.0	0.0	0.21739130434782608	4	1	1	3	6	0	0	1	1	0	1	2	1	1	2	0	0	2	2	0	1	1	0	0	2	0	0	10	0.6	0.7391304347826086	13.333333333333334	3.3333333333333335	9	8	0	0	2	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	1	2.0	46.0	10.0	0	0	0	0	0.0	1	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1
139	0.0	0.0	0.1510791366906475	4	2	1	9	15	1	2	8	9	1	1	6	3	6	9	2	0	5	7	10	3	1	3	0	3	2	1	22	0.22727272727272727	0.8129496402877698	0.0	22.0	22	21	0	0	3	1	6	6	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	5	4	0	0	1	0.0	139.0	22.0	0	0	0	0	0.0	4	3	0	1	0	1	0	3	0	0	0	6	0	1	0	0	0	0	0	1
141	0.0	0.0	0.19148936170212766	7	2	4	7	12	5	2	5	10	0	2	7	4	12	9	1	0	4	3	7	6	0	0	0	0	0	1	27	0.5925925925925926	0.7730496453900709	27.2	5.4	25	23	1	1	4	8	3	1	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5	12	0	4	1	4.0	141.0	27.0	0	0	0	0	0.005208333333333333	3	1	0	0	0	0	0	3	0	0	0	5	0	0	0	4	0	1	0	1
